name,lat,lng
디지털미디어시티,37.577005,126.898643
뚝섬,37.54718,127.047413
뚝섬유원지,37.531558,127.066714
마곡,37.562182,126.82693
마곡나루,37.566667,126.827222
마들,37.664985,127.057701
마장,37.566066,127.042921
마천,37.494972,127.152784
마포,37.539718,126.946043
마포구청,37.563535,126.903326
망우,37.599444,127.091944
망원,37.556031,126.910129
매봉,37.487114,127.046907
먹골,37.610638,127.077719
면목,37.588671,127.087503
명동,37.561055,126.988271
명일,37.551317,127.144002
목동,37.526088,126.864296
몽촌토성,37.517692,127.11274
무악재,37.582658,126.950131
문래,37.517993,126.894766
문정,37.485931,127.122473
미아,37.626435,127.026151
미아사거리,37.613276,127.030083
반포,37.508171,127.011717
발산,37.562182,126.82693
방배,37.481469,126.997627
방이,37.508752,127.126054
방학,37.668056,127.044167
방화,37.577669,126.812822
버티고개,37.547933,127.006948
보라매,37.499916,126.920112
보라매공원,37.493608,126.92292
보라매병원,37.493976,126.927233
보문,37.585293,127.019377
복정,37.471016,127.126746
봉은사,37.514167,127.06
봉천,37.482416,126.941896
봉화산,37.617293,127.091375
북한산보국문,37.61202,127.00823
북한산우이,37.6627,127.01258
불광,37.610554,126.929843
사가정,37.580912,127.088502
사당,37.476536,126.981631
사평,37.504167,127.015278
삼각지,37.535057,126.973354
삼성,37.508827,127.063203
삼성중앙,37.512778,127.053056
삼양,37.627,127.01817
삼양사거리,37.62138,127.02047
삼전,37.504722,127.087222
상계,37.660576,127.073199
상도,37.50279,126.947949
상봉,37.595673,127.085708
상수,37.547704,126.92292
상왕십리,37.564504,127.028872
상월곡,37.606392,127.048509
상일동,37.556714,127.166381
새절,37.591148,126.913613
샛강,37.5175,126.928611
서강대,37.555278,126.936667
서대문,37.565812,126.966639
서빙고,37.520278,126.988056
서울,37.55315,126.972533
서울대벤처타운,37.472111,126.93297
서울대입구,37.481233,126.952745
서울숲,37.543647,127.044686
서울지방병무청,37.505677,126.923485
서원,37.478297,126.932782
서초,37.49191,127.007945
석계,37.614937,127.065922
석촌,37.505396,127.106995
석촌고분,37.502222,127.096389
선릉,37.504257,127.048174
선유도,37.538056,126.899444
선정릉,37.510833,127.043611
성수,37.544628,127.055983
성신여대입구,37.592782,127.017338
솔밭공원,37.6561,127.01323
솔샘,37.62025,127.01345
송정,37.561411,126.812052
송파,37.49978,127.11212
송파나루,37.51,127.113056
수락산,37.677804,127.055314
수색,37.580278,126.895556
수서,37.487507,127.101324
수유,37.637127,127.024731
숙대입구,37.545124,126.971952
숭실대입구,37.496258,126.953649
시청,37.56359,126.975407
신금호,37.554504,127.020403
신길,37.51763,126.914886
신내,37.612571,127.104326
신논현,37.504444,127.025278
신답,37.56147,127.056348
신당,37.565681,127.019488
신대방,37.487534,126.913279
신대방삼거리,37.499717,126.928218
신도림,37.508815,126.891222
신림,37.484216,126.929573
신목동,37.544167,126.882778
신반포,37.503333,126.996389
신방화,37.5675,126.816667
신사,37.516438,127.020247
신설동,37.576117,127.02471
신용산,37.52919,126.96858
신이문,37.603056,127.067222
신정,37.525001,126.856176
신정네거리,37.520218,126.852849
신촌,37.555153,126.93689
신풍,37.500107,126.909806
쌍문,37.648274,127.034381
아차산,37.552005,127.089609
아현,37.557407,126.956079
안국,37.576562,126.98547
안암,37.586261,127.02903
암사,37.550127,127.127521
암사역사공원,37.557447,127.141679
압구정,37.526169,127.028502
압구정로데오,37.527385,127.040555
애오개,37.553592,126.956733
약수,37.554674,127.010628
양재,37.48466,127.03513
양재시민의숲,37.470964,127.03842
양천구청,37.512194,126.865193
양천향교,37.568333,126.841389
양평,37.525614,126.886177
어린이대공원,37.547962,127.07465
언주,37.507222,127.033611
여의나루,37.527145,126.932807
여의도,37.521578,126.924318
역삼,37.500658,127.03643
역촌,37.60605,126.922764
연신내,37.618855,126.920859
염창,37.546944,126.874722
영등포,37.515833,126.9075
영등포구청,37.525766,126.896627
영등포시장,37.52276,126.905143
오금,37.502288,127.128344
오류동,37.494722,126.845556
오목교,37.524557,126.875049
옥수,37.541653,127.017303
온수,37.492059,126.823294
올림픽공원,37.516217,127.130957
왕십리,37.561159,127.035505
외대앞,37.595833,127.063056
용답,37.566412,126.977863
용두,37.574012,127.03811
용마산,37.573752,127.086802
용산,37.529722,126.964722
우장산,37.548864,126.83633
월계,37.633056,127.058333
월곡,37.60192,127.041492
월드컵경기장,37.569439,126.899077
을지로3가,37.566292,126.991773
을지로4가,37.566611,126.998122
을지로입구,37.565998,126.982569
응봉,37.550278,127.034722
응암,37.59859,126.915583
이대,37.556734,126.945897
이촌,37.522525,126.97335
이태원,37.534485,126.994369
일원,37.48389,127.08416
잠실,37.513305,127.100129
잠실나루,37.520688,127.103836
잠실새내,37.520731,127.103738
잠원,37.512989,127.011613
장승배기,37.504845,126.939025
장지,37.478609,127.126229
장한평,37.561438,127.064601
정릉,37.60308,127.0135
제기동,37.578116,127.034902
종각,37.570203,126.983116
종로3가,37.570429,126.992095
종로5가,37.570971,127.0019
종합운동장,37.511008,127.073641
중계,37.645052,127.064084
중곡,37.565877,127.084291
중랑,37.595,127.076667
중앙보훈병원,37.529167,127.142778
중화,37.602604,127.079254
증미,37.5575,126.861944
증산,37.583989,126.909785
지축,37.648281,126.912551
창동,37.652993,127.046746
창신,37.579772,127.015246
천왕,37.486699,126.838684
천호,37.538566,127.123539
청계산입구,37.448715,127.05434
청구,37.560237,127.01379
청담,37.519097,127.051851
청량리,37.580148,127.045063
총신대입구,37.487521,126.982309
충무로,37.561302,126.995473
충정로,37.559742,126.964455
태릉입구,37.617319,127.074741
하계,37.636363,127.067999
학동,37.514262,127.031738
학여울,37.496757,127.070541
한강진,37.53956,127.001729
한남,37.529167,127.008333
한성대입구,37.58838,127.006751
한성백제,37.516944,127.116667
한양대,37.55658,127.043504
한티,37.496208,127.052883
합정,37.550025,126.914557
행당,37.557297,127.029482
혜화,37.582116,127.001759
홍대입구,37.556748,126.923643
홍제,37.588851,126.944092
화곡,37.541585,126.840436
화계,37.63417,127.01752
화랑대,37.619875,127.084106
회기,37.589167,127.057778
회현,37.559698,126.979565
효창공원앞,37.539279,126.961348
흑석,37.508889,126.963611
